pair_idx,gamma_n,gamma_n1,g,t0,far,S_on,h_thr,r,H,H_over_halfgap,n_sign_changes
7077,8436148115.827387809753,8436148115.866943359375,3.955554962158e-02,8436148115.847166061401,29.2134984428,5142.2058164978,1.9721514817e-02,0.9971553931,0.2616514908,13.2295717419,0
7511,8436148245.338322639465,8436148245.368402481079,3.007984161377e-02,8436148245.353363037109,28.4851237326,8870.2486752065,1.5015752460e-02,0.9983930536,0.2649756357,17.6181536510,0
9323,8436148787.199970245361,8436148787.232706069946,3.273582458496e-02,8436148787.216338157654,21.9377205244,7487.1715810725,1.6343915374e-02,0.9985339047,0.3019390248,18.4470089674,0
9622,8436148876.571725845337,8436148876.614763259888,4.303741455078e-02,8436148876.593244552612,19.0949945939,4338.2385617378,2.1471297164e-02,0.9977967956,0.3236348100,15.0396957336,0
10093,8436149017.283859252930,8436149017.327696800232,4.383754730225e-02,8436149017.305778503418,24.1827128989,4187.0972201002,2.1855385707e-02,0.9971080524,0.2875825219,13.1203746386,0
10902,8436149259.166326522827,8436149259.186667442322,2.034091949463e-02,8436149259.176496505737,49.4938962825,19384.7008583447,1.0157467610e-02,0.9987225614,0.2010199571,19.7650806409,0
11148,8436149332.834241867065,8436149332.866715431213,3.247356414795e-02,8436149332.850479125977,27.9914101691,7614.2924467126,1.6206910034e-02,0.9981602241,0.2673022465,16.4627600031,0
11690,8436149494.698854446411,8436149494.739089012146,4.023456573486e-02,8436149494.718971252441,30.1137140701,4971.9840992295,2.0056268374e-02,0.9969670609,0.2577109291,12.8104242886,0
11860,8436149545.480535507202,8436149545.499526977539,1.899147033691e-02,8436149545.490031242371,23.4728448844,22204.0482298765,9.4907146683e-03,0.9994712889,0.2918986816,30.7399770955,0
11886,8436149553.212867736816,8436149553.234611511230,2.174377441406e-02,8436149553.223739624023,28.3264397355,16949.0963347185,1.0862798503e-02,0.9991640178,0.2657167925,24.4407238114,0
12373,8436149698.852618217468,8436149698.876614570618,2.399635314941e-02,8436149698.864616394043,19.1852871711,13912.2960301969,1.1989900878e-02,0.9993102538,0.3228723433,26.9101176598,0
12564,8436149756.090968132019,8436149756.131287574768,4.031944274902e-02,8436149756.111127853394,32.2324552323,4953.3183415079,2.0094022198e-02,0.9967410673,0.2490968891,12.3561672532,0
13588,8436150062.080928802490,8436150062.104436874390,2.350807189941e-02,8436150062.092682838440,18.3428807354,14494.5892709004,1.1746596238e-02,0.9993670504,0.3302031612,28.0927472591,0
13863,8436150144.398597717285,8436150144.422513961792,2.391624450684e-02,8436150144.410555839539,17.8072132690,14004.1451514595,1.1950517056e-02,0.9993640141,0.3351328639,28.0255425359,0
14420,8436150310.890271186829,8436150310.929432868958,3.916168212891e-02,8436150310.909852027893,25.2888234816,5241.6458812865,1.9533549131e-02,0.9975847854,0.2812229019,14.3621461895,0
14524,8436150341.701774597168,8436150341.738711357117,3.693675994873e-02,8436150341.720243453979,25.2628847928,5888.9716658720,1.8428723984e-02,0.9978527629,0.2813672378,15.2350795338,0
14820,8436150430.570748329163,8436150430.593958854675,2.321052551270e-02,8436150430.582353591919,46.8350212991,14896.6157189101,1.1587004897e-02,0.9984267604,0.2066472531,17.8063398891,0
15077,8436150507.328923225403,8436150507.353409767151,2.448654174805e-02,8436150507.341166496277,19.7895266081,13362.2240285192,1.2234201339e-02,0.9992592229,0.3179049536,25.9656881603,0
15297,8436150573.016225814819,8436150573.050552368164,3.432655334473e-02,8436150573.033389091492,21.6645002580,6811.0362490127,1.7135958512e-02,0.9984083365,0.3038370005,17.7027386056,0
15392,8436150601.493885993958,8436150601.524567604065,3.068161010742e-02,8436150601.509226799011,25.8943584105,8524.2263592782,1.5317486665e-02,0.9984799762,0.2779152769,18.1160816458,0
15764,8436150712.449367523193,8436150712.477649688721,2.828216552734e-02,8436150712.463508605957,25.0583503264,10026.5474855949,1.4123401010e-02,0.9987496181,0.2825132099,19.9781879924,0
15852,8436150738.947598457336,8436150738.980415344238,3.281688690186e-02,8436150738.964006423950,24.8402551777,7453.2393146047,1.6381077491e-02,0.9983322026,0.2837507195,17.2929699460,0
16477,8436150925.764687538147,8436150925.802206993103,3.751945495605e-02,8436150925.783447265625,24.1556356782,5707.1463371452,1.8719984879e-02,0.9978814938,0.2877436594,15.3383709703,0
16926,8436151060.146490097046,8436151060.183816909790,3.732681274414e-02,8436151060.165153503418,31.3275403412,5773.1289940068,1.8612699558e-02,0.9972830890,0.2526689345,13.5382003383,0
17140,8436151124.211725234985,8436151124.255391120911,4.366588592529e-02,8436151124.233558654785,27.4132949139,4223.1230278914,2.1761966183e-02,0.9967490970,0.2701060916,12.3714925657,0
17154,8436151128.260102272034,8436151128.296137809753,3.603553771973e-02,8436151128.278120040894,36.2710370052,6196.9414187475,1.7964961983e-02,0.9970691778,0.2348199610,13.0326880560,0
17771,8436151312.655790328979,8436151312.697216987610,4.142665863037e-02,8436151312.676504135132,37.3624230189,4698.9105866821,2.0630816073e-02,0.9960164182,0.2313649041,11.1698559220,0
17880,8436151345.100784301758,8436151345.131309509277,3.052520751953e-02,8436151345.116046905518,24.2728937879,8609.9141285680,1.5241074565e-02,0.9985894154,0.2870477983,18.8072626917,0
18230,8436151449.878140449524,8436151449.911494255066,3.335380554199e-02,8436151449.894817352295,24.7620824764,7215.9262291932,1.6648264055e-02,0.9982827317,0.2841982602,17.0414293408,0
18397,8436151499.761475563049,8436151499.804698944092,4.322338104248e-02,8436151499.783086776733,21.1371345569,4303.1948440844,2.1558547268e-02,0.9975409951,0.3076039739,14.2332213028,0
18711,8436151593.646585464478,8436151593.674223899841,2.763843536377e-02,8436151593.660404205322,27.7175692395,10500.5240785119,1.3800966773e-02,0.9986793095,0.2686194325,19.4381070409,0
19002,8436151680.527601242065,8436151680.547276496887,1.967525482178e-02,8436151680.537439346313,23.6616516375,20689.3204862268,9.8320003265e-03,0.9994280039,0.2907317549,29.5530357849,0
19107,8436151711.900927543640,8436151711.938411712646,3.748416900635e-02,8436151711.919670104980,42.4977280475,5736.1929009930,1.8672528200e-02,0.9962887637,0.2169362564,11.5748200963,0
19547,8436151843.542355537415,8436151843.551400184631,9.044647216797e-03,8436151843.546877861023,28.2807451243,97821.0451511047,4.5216698435e-03,0.9998554361,0.2659313718,58.8041446969,0
19583,8436151854.347562789917,8436151854.385373115540,3.781032562256e-02,8436151854.366468429565,27.5510475243,5623.4408296654,1.8858794708e-02,0.9975473312,0.2694299930,14.2516621371,0
19668,8436151879.715726852417,8436151879.755023956299,3.929710388184e-02,8436151879.735375404358,32.6538355660,5213.1206637963,1.9586918181e-02,0.9968631907,0.2474844390,12.5955561371,0
19696,8436151888.068174362183,8436151888.097470283508,2.929592132568e-02,8436151888.082822799683,28.4357737889,9349.7181737902,1.4625668906e-02,0.9984781666,0.2652054670,18.1052825797,0
19710,8436151892.214078903198,8436151892.258647918701,4.456901550293e-02,8436151892.236363410950,43.5309228601,4070.9229419198,2.2165041918e-02,0.9946390634,0.2143463343,9.6186254893,0
19880,8436151942.871125221252,8436151942.904114723206,3.298950195312e-02,8436151942.887619972229,34.6737447552,7385.5391184926,1.6455985516e-02,0.9976498305,0.2401677138,14.5602509612,0
19963,8436151967.993583679199,8436151968.025100708008,3.151702880859e-02,8436151968.009342193604,19.0484847693,8072.8226901225,1.5739911673e-02,0.9988195124,0.3240296714,20.5621966039,0
20908,8436152250.406524658203,8436152250.435379981995,2.885532379150e-02,8436152250.420951843262,23.3213672793,9631.4339450910,1.4410183879e-02,0.9987885759,0.2928451215,20.2974760319,0
21133,8436152317.579253196716,8436152317.614001274109,3.474807739258e-02,8436152317.596627235413,24.9119847544,6650.5610114403,1.7341467920e-02,0.9981253192,0.2833419204,16.3083509464,0
21325,8436152375.191689491272,8436152375.232143402100,4.045391082764e-02,8436152375.211915969849,33.0915067165,4921.5165618061,2.0158839280e-02,0.9966324080,0.2458423660,12.1541952784,0
21518,8436152432.859194755554,8436152432.897359848022,3.816509246826e-02,8436152432.878276824951,67.7948410990,5560.1340185514,1.8965852470e-02,0.9938847907,0.1717578813,9.0007842343,0
21653,8436152473.002498626709,8436152473.034439086914,3.194046020508e-02,8436152473.018468856812,27.7838387066,7869.4373442724,1.5942012924e-02,0.9982331389,0.2682988884,16.7999388015,0
22076,8436152599.368065834045,8436152599.406783103943,3.871726989746e-02,8436152599.387424468994,25.0097418628,5361.8049179150,1.9313433718e-02,0.9976650611,0.2827876203,14.6078285492,0
22408,8436152698.647089004517,8436152698.689220428467,4.213142395020e-02,8436152698.668154716492,20.3545394204,4527.2523587467,2.1018302877e-02,0.9977494661,0.3134616086,14.8801810737,0
22590,8436152753.079451560974,8436152753.116758346558,3.730678558350e-02,8436152753.098104476929,24.0163516276,5771.9841283095,1.8614545369e-02,0.9979174071,0.2885768451,15.4704749041,0
22645,8436152769.633449554443,8436152769.662398338318,2.894878387451e-02,8436152769.647924423218,36.5001732341,9582.6740206767,1.4446799333e-02,0.9980936951,0.2340817389,16.1721293658,0
22787,8436152812.064301490784,8436152812.103593826294,3.929233551025e-02,8436152812.083948135376,34.4361767205,5216.1604455880,1.9581210090e-02,0.9966936216,0.2409947235,12.2667548438,0
22818,8436152821.381635665894,8436152821.422107696533,4.047203063965e-02,8436152821.401871681213,24.7090825212,4908.7579047871,2.0185020323e-02,0.9974799882,0.2845028937,14.0592349412,0
22940,8436152857.801295280457,8436152857.828239440918,2.694416046143e-02,8436152857.814767837524,19.9892831238,11039.4584638041,1.3459877674e-02,0.9990942336,0.3163125244,23.4791152524,0
23334,8436152975.721348762512,8436152975.748812675476,2.746391296387e-02,8436152975.735080718994,24.4200622968,10630.7506336033,1.3716175469e-02,0.9988507819,0.2861815385,20.8405509339,0
23531,8436153034.436194419861,8436153034.478264808655,4.207038879395e-02,8436153034.457229614258,24.8297695766,4544.8141688520,2.0977654711e-02,0.9972645993,0.2838106270,13.4921799001,0
23614,8436153059.168938636780,8436153059.209943771362,4.100513458252e-02,8436153059.189441680908,24.7894743156,4782.6696865827,2.0449363934e-02,0.9974050393,0.2840412003,13.8539333275,0
24138,8436153215.877944946289,8436153215.910499572754,3.255462646484e-02,8436153215.894222259521,23.2567852529,7571.8244754785,1.6252296203e-02,0.9984630738,0.2932514421,18.0159611047,0
24155,8436153221.160544395447,8436153221.203707695007,4.316329956055e-02,8436153221.182126045227,26.3178332673,4320.3047248383,2.1515815316e-02,0.9969495166,0.2756702704,12.7733640944,0
24175,8436153227.090360641479,8436153227.132948875427,4.258823394775e-02,8436153227.111654281616,24.7517201470,4435.4842721541,2.1234619142e-02,0.9972059029,0.2842577439,13.3491209917,0
25095,8436153502.015245437622,8436153502.056905746460,4.166030883789e-02,8436153502.036075592041,40.9217236675,4650.3282955981,2.0738301833e-02,0.9955904030,0.2210741881,10.6131804694,0
25390,8436153590.286477088928,8436153590.317229270935,3.075218200684e-02,8436153590.301853179932,25.1889340068,8484.5607552079,1.5353249796e-02,0.9985144984,0.2817799603,18.3258514920,0
25629,8436153661.826616287231,8436153661.850443840027,2.382755279541e-02,8436153661.838529586792,29.7651084042,14120.4176543572,1.1901212962e-02,0.9989454699,0.2592156770,21.7576416043,0
25704,8436153684.089248657227,8436153684.121156692505,3.190803527832e-02,8436153684.105202674866,19.3821450206,7876.9811157553,1.5934377276e-02,0.9987689394,0.3212285065,20.1346465651,0
26014,8436153776.821929931641,8436153776.865280151367,4.335021972656e-02,8436153776.843605041504,33.6054972675,4290.6420653166,2.1590060270e-02,0.9960761632,0.2439550624,11.2550784726,0
27491,8436154218.320671081543,8436154218.356806755066,3.613567352295e-02,8436154218.338739395142,26.7725522319,6153.3464933059,1.8028488302e-02,0.9978221821,0.2733191809,15.1273882165,0
27792,8436154308.438055038452,8436154308.474202156067,3.614711761475e-02,8436154308.456129074097,31.5256437879,6154.2208813640,1.8027207518e-02,0.9974354088,0.2518738124,13.9360385574,0
28442,8436154502.599699974060,8436154502.640604972839,4.090499877930e-02,8436154502.620152473450,65.2532071578,4846.4565989124,2.0314345470e-02,0.9932451327,0.1750709413,8.5598800421,0
28705,8436154581.136299133301,8436154581.179507255554,4.320812225342e-02,8436154581.157903671265,32.1842100194,4317.2668393561,2.1523383888e-02,0.9962656448,0.2492835215,11.5387343153,0
28812,8436154613.195275306702,8436154613.233688354492,3.841304779053e-02,8436154613.214481353760,18.2463542596,5439.9085384169,1.9174285908e-02,0.9983215085,0.3310754260,17.2376546534,0
29280,8436154753.125752449036,8436154753.161534309387,3.578186035156e-02,8436154753.143643379211,16.5703106557,6264.9031274733,1.7867254266e-02,0.9986766530,0.3474158855,19.4185479506,0
30203,8436155029.098615646362,8436155029.122638702393,2.402305603027e-02,8436155029.110627174377,23.8580912716,13886.1001641939,1.2001204911e-02,0.9991405669,0.2895323864,24.1045424094,0
30302,8436155058.699678421021,8436155058.717800140381,1.812171936035e-02,8436155058.708739280701,23.8207160056,24384.6005096359,9.0564329334e-03,0.9995114430,0.2897594390,31.9792436060,0
31252,8436155342.735922813416,8436155342.751482963562,1.556015014648e-02,8436155342.743702888489,36.8703465228,33078.5731255605,7.7757379145e-03,0.9994425300,0.2329037001,29.9359193740,0
31587,8436155442.742400169373,8436155442.764378547668,2.197837829590e-02,8436155442.753389358521,81.4646459912,16642.9276374136,1.0962260935e-02,0.9975495724,0.1566860782,14.2582019583,0
32087,8436155592.297400474548,8436155592.323238372803,2.583789825439e-02,8436155592.310319900513,17.7789211887,12001.0565052940,1.2909376216e-02,0.9992590023,0.3353994109,25.9618183783,0
33111,8436155898.326580047607,8436155898.357717514038,3.113746643066e-02,8436155898.342148780823,20.0043091443,8271.3245413233,1.5549895224e-02,0.9987900113,0.3161937047,20.3095332401,0
34212,8436156227.534609794617,8436156227.564635276794,3.002548217773e-02,8436156227.549622535706,17.8661578658,8891.6737149641,1.4997650855e-02,0.9989948382,0.3345795666,22.2863742626,0
34685,8436156368.837955474854,8436156368.865263938904,2.730846405029e-02,8436156368.851610183716,27.5203547888,10754.9441635919,1.3636751228e-02,0.9987197524,0.2695801953,19.7433436607,0
35192,8436156520.518038749695,8436156520.550033569336,3.199481964111e-02,8436156520.534036636353,31.0710311408,7846.1011176161,1.5965703048e-02,0.9980180059,0.2537097543,15.8594270659,0
35560,8436156630.453764915466,8436156630.489751815796,3.598690032959e-02,8436156630.471757888794,50.1467089945,6227.4810107563,1.7920857722e-02,0.9959656185,0.1997072261,11.0988845559,0
35572,8436156633.918155670166,8436156633.943310737610,2.515506744385e-02,8436156633.930732727051,22.5503805406,12665.2265745867,1.2566331611e-02,0.9991093556,0.2978091659,23.6778666258,0
35643,8436156655.435686111450,8436156655.478610992432,4.292488098145e-02,8436156655.457148551941,24.8905540490,4366.7102825775,2.1401184369e-02,0.9971458921,0.2834638725,13.2074389508,0
35846,8436156716.024392127991,8436156716.058679580688,3.428745269775e-02,8436156716.041536331177,17.0412312955,6821.9067058526,1.7122300310e-02,0.9987502111,0.3425819778,19.9829354966,0
36142,8436156804.456610679626,8436156804.491332054138,3.472137451172e-02,8436156804.473971366882,23.0013410109,6658.8453528765,1.7330677209e-02,0.9982713791,0.2948753161,16.9852328864,0
36185,8436156817.468663215637,8436156817.484807014465,1.614379882812e-02,8436156817.476735115051,19.5637170994,30715.3323571486,8.0693283608e-03,0.9996814810,0.3197343607,39.6107959548,0
36615,8436156946.002176284790,8436156946.043905258179,4.172897338867e-02,8436156946.023040771484,20.1838599063,4614.4334603111,2.0818805312e-02,0.9978105677,0.3147841715,15.0870795947,0
36726,8436156979.111863136292,8436156979.152664184570,4.080104827881e-02,8436156979.132263183594,24.0447361527,4829.6416977263,2.0349678000e-02,0.9975076062,0.2884064640,14.1372085357,0
37101,8436157091.217042922974,8436157091.260756492615,4.371356964111e-02,8436157091.238899230957,25.6929028008,4212.2540847233,2.1790024461e-02,0.9969455544,0.2790027031,12.7650386531,0
37123,8436157097.958193778992,8436157098.002321243286,4.412746429443e-02,8436157097.980257034302,15.8584376450,4124.2520240245,2.2021271924e-02,0.9980755648,0.3551279042,16.0955500116,0
37425,8436157188.166749000549,8436157188.211206436157,4.445743560791e-02,8436157188.188978195190,28.5231476329,4076.1565457826,2.2150807883e-02,0.9964950781,0.2647989587,11.9124711119,0
38142,8436157402.425220489502,8436157402.445884704590,2.066421508789e-02,8436157402.435552597046,43.9343233808,18778.8679883766,1.0320014164e-02,0.9988295341,0.2133600118,20.6501926999,0
38618,8436157544.728912353516,8436157544.769235610962,4.032325744629e-02,8436157544.749073982239,39.2153321487,4959.3701644321,2.0081758284e-02,0.9960384927,0.2258328155,11.2011196404,0
39116,8436157693.506484031677,8436157693.548404693604,4.192066192627e-02,8436157693.527444839478,29.4119702445,4581.7418365483,2.0892946418e-02,0.9967851392,0.2607671850,12.4409860468,0
39704,8436157869.293706893921,8436157869.324898719788,3.119182586670e-02,8436157869.309303283691,27.0129283615,8249.5983071782,1.5570357949e-02,0.9983614307,0.2721003901,17.4469036384,0
39915,8436157932.439663887024,8436157932.480817794800,4.115390777588e-02,8436157932.460241317749,17.1335763005,4740.6760731250,2.0539735996e-02,0.9981912827,0.3416575217,16.6038920828,0
39982,8436157952.559794425964,8436157952.588918685913,2.912425994873e-02,8436157952.574356079102,17.8163372957,9449.3037528872,1.4548395300e-02,0.9990568224,0.3350470395,23.0081066476,0
40025,8436157965.231040000916,8436157965.266478538513,3.543853759766e-02,8436157965.248759269714,18.8462344832,6388.8311354092,1.7693114709e-02,0.9985239746,0.3257637102,18.3847151904,0
40247,8436158031.732644081116,8436158031.767327308655,3.468322753906e-02,8436158031.749985694885,55.9513401711,6706.4004846547,1.7269121917e-02,0.9958197747,0.1890643958,10.9023530513,0
40335,8436158057.966151237488,8436158057.990585327148,2.443408966064e-02,8436158057.978368759155,20.7715683900,13420.5513378251,1.2207586745e-02,0.9992258287,0.3102989835,25.3988577283,0
41955,8436158542.330947875977,8436158542.375245094299,4.429721832275e-02,8436158542.353096008301,26.3966562386,4103.3625330676,2.2077253961e-02,0.9967783440,0.2752583736,12.4277949742,0
42621,8436158741.542636871338,8436158741.587175369263,4.453849792480e-02,8436158741.564906120300,21.8752175317,4054.7882291580,2.2209097428e-02,0.9972988970,0.3023700750,13.5779197355,0
42675,8436158757.615654945374,8436158757.651486396790,3.583145141602e-02,8436158757.633570671082,42.1530622638,6273.2023453357,1.7855431492e-02,0.9966345647,0.2178213437,12.1581088743,0
42895,8436158823.280323028564,8436158823.322664260864,4.234123229980e-02,8436158823.301493644714,25.7507845162,4488.0943019698,2.1109794767e-02,0.9971270849,0.2786889604,13.1639513189,0
42930,8436158833.637340545654,8436158833.660911560059,2.357101440430e-02,8436158833.649126052856,24.7284020242,14423.7651628281,1.1775400209e-02,0.9991424219,0.2843917355,24.1306318510,0
43206,8436158916.100420951843,8436158916.144608497620,4.418754577637e-02,8436158916.122514724731,17.1331415378,4114.3620181087,2.2047723144e-02,0.9979157139,0.3416618566,15.4641698511,0
43479,8436158997.745979309082,8436158997.777776718140,3.179740905762e-02,8436158997.761878013611,32.8537642712,7945.2225176305,1.5865799637e-02,0.9979303413,0.2467302674,15.5188913024,0
43713,8436159067.849037170410,8436159067.870052337646,2.101516723633e-02,8436159067.859544754028,26.5759344997,18140.9898071307,1.0499884171e-02,0.9992672485,0.2743283715,26.1076553391,0
43834,8436159104.000846862793,8436159104.035419464111,3.457260131836e-02,8436159104.018133163452,31.4314483007,6724.5092122274,1.7245853852e-02,0.9976601814,0.2522509447,14.5925348439,0
43986,8436159149.363326072693,8436159149.400294303894,3.696823120117e-02,8436159149.381810188293,21.2098602497,5874.9392777459,1.8450719511e-02,0.9981932547,0.3070761552,16.6129752624,0
43993,8436159151.598112106323,8436159151.627223014832,2.911090850830e-02,8436159151.612667083740,28.3469370880,9468.4876600308,1.4533649725e-02,0.9985019685,0.2656207067,18.2488778507,0
44211,8436159216.539605140686,8436159216.580010414124,4.040527343750e-02,8436159216.559807777405,29.9016920692,4930.1026029773,2.0141277774e-02,0.9969628249,0.2586229823,12.8014469547,0
44338,8436159254.719292640686,8436159254.762579917908,4.328727722168e-02,8436159254.740936279297,18.4370792369,4287.8626617702,2.1597056503e-02,0.9978477691,0.3293585460,15.2173371555,0
44535,8436159313.527238845825,8436159313.558855056763,3.161621093750e-02,8436159313.543046951294,24.2792862348,8027.6023136196,1.5784181752e-02,0.9984866171,0.2870100076,18.1558763140,0
44821,8436159398.901959419250,8436159398.943675994873,4.171657562256e-02,8436159398.922817230225,26.5050599586,4623.4857999601,2.0798414719e-02,0.9971295299,0.2746949038,13.1695806607,0
44939,8436159434.180701255798,8436159434.224259376526,4.355812072754e-02,8436159434.202480316162,22.6789600255,4239.1752102089,2.1720724863e-02,0.9973214868,0.2969637441,13.6352872485,0
45127,8436159490.738582611084,8436159490.753845214844,1.526260375977e-02,8436159490.746213912964,20.8307678208,34363.3957069409,7.6289885175e-03,0.9996968587,0.3098577469,40.6035237258,0
45132,8436159491.970732688904,8436159492.013738632202,4.300594329834e-02,8436159491.992235183716,37.8541859647,4363.3214647952,2.1409493479e-02,0.9956527790,0.2298571630,10.6895533679,0
45222,8436159518.891223907471,8436159518.934785842896,4.356193542480e-02,8436159518.913004875183,23.8904814699,4239.6482909804,2.1719512976e-02,0.9971785121,0.2893360490,13.2838932052,0
45418,8436159577.512550354004,8436159577.555186271667,4.263591766357e-02,8436159577.533868789673,29.1813285065,4430.0535318309,2.1247630766e-02,0.9967009944,0.2617956753,12.2805226038,0
45437,8436159583.130946159363,8436159583.171280860901,4.033470153809e-02,8436159583.151113510132,26.5272478213,4943.8905029511,2.0113172397e-02,0.9973135603,0.2745799999,13.6150753280,0
45837,8436159702.872286796570,8436159702.901492118835,2.920532226562e-02,8436159702.886889457703,60.4990877206,9439.7030744039,1.4555791664e-02,0.9967903474,0.1818195527,12.4511245586,0
45909,8436159724.306394577026,8436159724.332338333130,2.594375610352e-02,8436159724.319366455078,25.4092691822,11911.0960482073,1.2958034577e-02,0.9989328088,0.2805555799,21.6279846934,0
46256,8436159827.977684974670,8436159828.006823539734,2.913856506348e-02,8436159827.992254257202,26.6815881611,9448.9107996258,1.4548697810e-02,0.9985871149,0.2737846905,18.7919130492,0
46514,8436159905.099203109741,8436159905.120272636414,2.106952667236e-02,8436159905.109737396240,30.5473302919,18051.6113059885,1.0525845984e-02,0.9991535308,0.2558753015,24.2886615838,0
47138,8436160091.756882667542,8436160091.794751167297,3.786849975586e-02,8436160091.775816917419,28.6951509731,5607.4051666249,1.8885740985e-02,0.9974380346,0.2640041421,13.9432057680,0
47195,8436160108.732180595398,8436160108.741501808167,9.321212768555e-03,8436160108.736841201782,26.1458058087,92101.8701722756,4.6599448127e-03,0.9998580503,0.2765756758,59.3432813189,0
47236,8436160120.908735275269,8436160120.929342269897,2.060699462891e-02,8436160120.919038772583,29.6325668086,18868.7551142875,1.0295403536e-02,0.9992144630,0.2597947448,25.2142293851,0
47336,8436160150.748286247253,8436160150.770211219788,2.192497253418e-02,8436160150.759248733521,19.1224125004,16661.3658718103,1.0956193585e-02,0.9994259804,0.3234027114,29.5008544122,0
48138,8436160390.509944915771,8436160390.546211242676,3.626632690430e-02,8436160390.528078079224,31.9493830278,6114.4595436222,1.8085726539e-02,0.9973839693,0.2501979574,13.7978107396,0
48245,8436160422.467106819153,8436160422.510088920593,4.298210144043e-02,8436160422.488597869873,19.2593409405,4349.5265608975,2.1443417643e-02,0.9977835854,0.3222510100,14.9946605291,0
48923,8436160625.228416442871,8436160625.260536193848,3.211975097656e-02,8436160625.244476318359,26.5833506806,7780.9377874079,1.6032417964e-02,0.9982903028,0.2742901030,17.0792172850,0
49059,8436160665.831502914429,8436160665.855416297913,2.391338348389e-02,8436160665.843460083008,17.6895956319,14007.3744150846,1.1949139439e-02,0.9993683619,0.3362451626,28.1219228438,0
49180,8436160702.085167884827,8436160702.124971389771,3.980350494385e-02,8436160702.105070114136,30.8904517094,5080.3785728755,1.9841155464e-02,0.9969551923,0.2544502420,12.7853183985,0
49733,8436160867.464644432068,8436160867.485309600830,2.066516876221e-02,8436160867.474977493286,21.5925112325,18754.7970238570,1.0326634685e-02,0.9994241812,0.3043430725,29.4546902575,0
50093,8436160974.962321281433,8436160974.996835708618,3.451442718506e-02,8436160974.979578018188,16.0290888092,6731.6882580610,1.7236655431e-02,0.9988087207,0.3532324392,20.4686832720,0
50098,8436160976.674261093140,8436160976.706504821777,3.224372863770e-02,8436160976.690382957458,16.8272203434,7711.6650607063,1.6104265375e-02,0.9989083804,0.3447535977,21.3842264712,0
50567,8436161116.558455467224,8436161116.600156784058,4.170131683350e-02,8436161116.579305648804,21.4043656918,4621.7498528000,2.0802320335e-02,0.9976817000,0.3056777421,14.6603400216,0
50715,8436161161.046303749084,8436161161.077010154724,3.070640563965e-02,8436161161.061656951904,18.1124058114,8502.7250812311,1.5336841495e-02,0.9989343380,0.3322973882,21.6435223382,0
50959,8436161234.001554489136,8436161234.036303520203,3.474903106689e-02,8436161234.018928527832,24.5946908610,6649.8800455593,1.7342355804e-02,0.9981490287,0.2851637477,16.4127596649,0
51047,8436161260.216619491577,8436161260.241215705872,2.459621429443e-02,8436161260.228918075562,26.1968805896,13249.9109661441,1.2285943615e-02,0.9990109427,0.2763059312,22.4673543558,0
51148,8436161290.413232803345,8436161290.455175399780,4.194259643555e-02,8436161290.434204101562,23.4722278209,4571.0419209201,2.0917385276e-02,0.9974292034,0.2919025184,13.9191439367,0
51276,8436161328.560065269470,8436161328.601982116699,4.191684722900e-02,8436161328.581024169922,25.8724424317,4579.0309278535,2.0899130094e-02,0.9971708979,0.2780329599,13.2659290142,0
51587,8436161421.892219543457,8436161421.920267105103,2.804756164551e-02,8436161421.906243324280,29.9334511533,10199.4372886760,1.4003187108e-02,0.9985315148,0.2584857477,18.4319586132,0
51590,8436161422.767465591431,8436161422.798071861267,3.060626983643e-02,8436161422.782768249512,35.3326902134,8575.5551062331,1.5271576668e-02,0.9979377918,0.2379176410,15.5469870864,0
51731,8436161464.596781730652,8436161464.629716873169,3.293514251709e-02,8436161464.613248825073,25.0189642687,7400.1695620045,1.6439710384e-02,0.9983081370,0.2827354954,17.1692285964,0
51882,8436161509.843975067139,8436161509.879588127136,3.561305999756e-02,8436161509.861782073975,40.6724902130,6348.3779303081,1.7749397322e-02,0.9967914761,0.2217505043,12.4533249497,0
51924,8436161522.549274444580,8436161522.555241584778,5.967140197754e-03,8436161522.552257537842,61.2168109149,224737.6411548027,2.9831637204e-03,0.9998637946,0.1807505582,60.5819713335,0
52073,8436161567.055457115173,8436161567.085192680359,2.973556518555e-02,8436161567.070324897766,21.8179658438,9069.5054628948,1.4849888558e-02,0.9987964557,0.3027665339,20.3639333600,0
52224,8436161612.229693412781,8436161612.259395599365,2.970218658447e-02,8436161612.244544982910,23.8970743913,9091.9311435999,1.4831563272e-02,0.9986849440,0.2892961340,19.4797869994,0
52807,8436161786.507930755615,8436161786.550018310547,4.208755493164e-02,8436161786.528974533081,20.4214351066,4536.7194785766,2.0996361173e-02,0.9977467785,0.3129477753,14.8712737417,0
52876,8436161807.046734809875,8436161807.090806961060,4.407215118408e-02,8436161807.068771362305,43.3482721959,4162.0608752987,2.1921021288e-02,0.9947788206,0.2147974404,9.7475360143,0
53050,8436161858.926678657532,8436161858.968701362610,4.202270507812e-02,8436161858.947690010071,23.4873427545,4553.7353332657,2.0957096110e-02,0.9974177565,0.2918085785,13.8881387094,0
53147,8436161888.026741027832,8436161888.057599067688,3.085803985596e-02,8436161888.042169570923,24.0849821008,8425.5169646840,1.5406951631e-02,0.9985696890,0.2881654000,18.6768441116,0
53151,8436161889.233715057373,8436161889.249674797058,1.595973968506e-02,8436161889.241695404053,29.0835172347,31436.9459589934,7.9761777475e-03,0.9995373239,0.2622355305,32.8621313016,0
